-5.462513918787130329e+00,-8.113541922364099435e+00
-1.730536082654535512e+00,1.619806533158532957e+00
-1.178713792683350858e+00,4.515808232748597106e+00
-6.460585894635287652e+00,-3.068022422075180167e+00
-1.539308159908322482e+00,5.260561356506624264e+00
-1.106768149425911396e+01,-4.651872284512710287e+00
-4.119290323416545441e+00,7.105561220140899970e+00
-9.885077129674413321e-01,-5.834589722120551158e-01
-7.681955660042230960e+00,-8.302164820372558651e+00
-1.867142491167797846e+00,1.281270050880502609e+00
-8.590997232650463999e+00,-4.558266855222462333e+00
-7.182401705951834359e+00,-8.113987399969314396e+00
-7.028337902531839099e+00,-1.043776264228382900e+01
-2.369961847577038760e+00,3.586028456508992157e+00
-6.194071666936087350e-01,4.314725675485099998e+00
-9.856315489547492703e+00,-4.219476721532184449e+00
-3.503732889789786142e+00,2.385091374566831846e+00
-7.850540724647918189e+00,-7.768039485900940733e+00
-5.577235936526450999e+00,-2.963515037606029967e+00
-2.404486243315906879e+00,3.981694602047702869e-02
-6.177747125803020545e+00,7.485912018165019610e+00
-6.482841430684086248e+00,-2.799967969127677314e+00
-1.031472395631710448e+01,-4.117084008336682643e+00
-5.883588890753390643e+00,8.231618465971008547e+00
-2.920549975951429289e+00,8.904950324535468864e-01
-4.163665825977153290e+00,4.483113693667399424e+00
-1.167518020544722201e+00,4.523868952985180769e+00
-3.211225096883477903e+00,2.675580879733283624e+00
-3.204420115889296206e+00,4.885235000010107242e+00
-7.336897713477587679e+00,-8.110349056027779113e+00
-2.011248838924773796e+00,-1.530076706762467653e-01
-3.410055694658063796e+00,9.566202284811923917e+00
-7.271593350069133876e+00,6.560155391360547483e+00
-1.882533653552644459e+00,4.551847694324665738e+00
-3.824823366014858728e+00,5.837615352498985999e-01
-2.263696671881820777e+00,1.077493308722877075e+00
-3.220931668023812477e+00,4.028516275267518765e+00
-7.605898928149543714e+00,-8.827838739478520935e+00
-6.353415586377277435e+00,-9.162388313891666414e+00
-1.734153075521308152e+00,-1.134059622108792853e-01
-6.378552915598540984e+00,-2.073147714287639332e+00
-8.910875276331884365e-01,2.414950177784727092e+00
-5.405346117896939084e+00,-2.622263741923012592e+00
-7.783863874522902293e+00,-7.549160698106256007e+00
-5.897412307940353315e+00,-7.841015193847925779e+00
-4.942095877438345219e+00,7.711965046950479241e+00
-4.603372105067606412e+00,6.896889000225620237e+00
-5.225743626821958365e+00,7.536475974927919985e+00
-7.598666200600567855e-02,4.211520593264447498e+00
-1.302998480769514744e+00,4.173510741734111740e+00
-7.425533676060368293e+00,-8.256385608895170591e+00
-1.019264306026622080e+01,-6.601029178769536543e+00
-2.183034967528774573e+00,1.530752103420241372e+00
-1.310411369391981218e+00,2.008727684749648468e+00
-4.815757409571356007e+00,7.041979568382650712e+00
-4.919326145800191341e+00,-3.818868341896213714e+00
-1.733820249343297926e+00,3.817297621032794908e+00
-5.912012303058613583e+00,7.927217421810655473e+00
-7.052296270390823629e+00,6.456349048024516257e+00
-4.463373837322827775e+00,7.336905215366446242e+00
-6.190651310977621335e+00,9.549215736350149086e+00
-1.819798021738208593e+00,5.128769992477877793e+00
-3.209838945827649059e+00,5.719773848253113968e+00
-7.118902496221037879e+00,-8.264318257623406438e+00
-1.516690832868076155e+00,4.767412467589620562e+00
-7.561608935499790185e+00,7.050351018579742224e+00
-1.913736724644008458e+00,2.348223468286441573e+00
-1.029595115304922892e+01,-3.559275095622906004e+00
-9.473292269934916021e+00,-7.077755105037206285e+00
-1.061746493699864402e+01,-4.118651385012189969e+00
-1.160205485306344109e+01,-5.732548269329843293e+00
-3.434155894173353207e+00,4.094260207465349133e+00
-5.720680899470412584e+00,-8.402555580787810285e+00
-5.575268063972330879e+00,4.523906141860137176e+00
-7.919061692773954775e+00,-7.983052165284283852e+00
-2.725405407113740353e+00,2.478839447209693070e+00
